partidos,media_goles_esperados,media_goles_marcados,media_diff_goles
760,1.1878092930263158,1.2460526315789473,-0.05824333855263158
760,1.201832987894737,1.263157894736842,-0.061324906842105266
760,1.2699354703947368,1.3078947368421052,-0.03795926644736842
760,1.2818861696052632,1.3592105263157894,-0.07732435671052632
760,1.2757121392105264,1.2789473684210526,-0.0032352292105263117
558,1.239999286200717,1.2616487455197132,-0.021649459318996412
