partidos,media_goles_esperados,media_goles_marcados,media_diff_goles
612,1.3120588102941175,1.3774509803921569,-0.06539217009803922
612,1.412230261111111,1.4150326797385622,-0.002802418627450982
612,1.3769939465686274,1.4330065359477124,-0.05601258937908497
612,1.3360372353104575,1.3970588235294117,-0.06102158821895424
612,1.5924845714052287,1.5898692810457515,0.002615290359477124
612,1.5642063483660131,1.6045751633986929,-0.04036881503267973
